Suite,AOR,LOR,COR,ROR,SOR,ORU,STD,LVR
1,0.8055555555555556,0,0.6785714285714286,0.7254901960784313,0,0,1.0,0.9166666666666666
3,0.8055555555555556,0,0.4642857142857143,0.5882352941176471,0,0,1.0,0.875
2,1.0,0,0.7857142857142857,0.9411764705882353,0,0,1.0,1.0
4,0.4166666666666667,0,0.25,0.25,0,0,0.5,0.3333333333333333
