Suite,AOR,LOR,COR,ROR,SOR,ORU,STD,LVR
87,0.8333333333333334,0.0,0.33636363636363636,0.6551724137931034,0.0,0.0,0.7333333333333333,0.6125
84,1.0,0.0,1.0,0.90625,0.0,0.0,0.9655172413793104,0.9736842105263158
85,0.6420454545454546,0.0,0.44594594594594594,0.5084745762711864,0.0,0.0,0.7991967871485943,0.6686046511627907
3,1.0,0.0,0.59375,0.6567796610169492,0.0,0.0,0.9417989417989417,0.6989247311827957
7,0.0,0.0,0.6098901098901099,0.5714285714285714,0.0,0.0,1.0,0.6618705035971223
108,0.0,0.0,0.5,0.3333333333333333,0.0,0.0,0.9230769230769231,0.6666666666666666
109,0.0,0.0,0.5833333333333334,0.2857142857142857,0.0,0.0,0.9285714285714286,0.6666666666666666
102,0.8189655172413793,0.0,0.5526315789473685,0.585635359116022,0.0,1.0,0.8233333333333334,0.5915492957746479
103,1.0,0.0,1.0,1.0,0.0,0.0,0.9930555555555556,1.0
100,0.8,0.0,0.46153846153846156,0.4269005847953216,0.0,1.0,0.7692307692307693,0.47619047619047616
101,0.9880952380952381,0.0,0.9571428571428572,0.925,0.0,0.0,0.9850746268656716,0.9935064935064936
106,0.0,0.0,0.5,0.3333333333333333,0.0,0.0,0.9090909090909091,0.6666666666666666
107,0.0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.9444444444444444,0.6666666666666666
104,0.793859649122807,0.0,0.4868421052631579,0.5739644970414202,0.0,1.0,0.7777777777777778,0.5841584158415841
105,0.7205882352941176,0.0,0.39285714285714285,0.5789473684210527,0.0,0.0,0.7590361445783133,0.4186046511627907
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.75,0.0,0.2602739726027397,0.4457831325301205,0.0,0.0,0.6097560975609756,0.44594594594594594
33,0.75,0.0,0.2671232876712329,0.4523809523809524,0.0,0.0,0.6135265700483091,0.44594594594594594
32,0.0,0.0,0.45588235294117646,0.5570032573289903,0.0,1.0,0.8367346938775511,0.8565737051792829
31,0.9166666666666666,0.0,0.6388888888888888,0.7788461538461539,0.0,0.0,0.8048780487804879,0.69
30,0.0,0.0,0.21875,0.3333333333333333,0.0,0.0,0.5,0.18181818181818182
37,0.875,0.0,0.2465753424657534,0.4166666666666667,0.0,0.0,0.6618357487922706,0.410958904109589
36,0.9333333333333333,1.0,0.6666666666666666,0.5853658536585366,0.5,0.0,0.9347826086956522,0.5857142857142857
35,0.0,0.0,0.1,0.1694915254237288,0.0,0.0,0.3291139240506329,0.42424242424242425
34,0.0,0.0,0.6,0.5153061224489796,0.0,0.0,0.8676470588235294,0.6862745098039216
60,0.0,0.0,0.3888888888888889,0.3333333333333333,0.0,0.0,0.7794117647058824,0.42857142857142855
61,0.0,0.0,0.42857142857142855,0.125,0.0,0.0,0.7450980392156863,0.25
62,0.71875,0.0,0.26851851851851855,0.581081081081081,0.0,0.0,0.5752212389380531,0.5517241379310345
63,0.8863636363636364,1.0,0.6111111111111112,0.6809338521400778,1.0,0.90625,0.967741935483871,0.7773584905660378
64,0.0,0.0,1.0,0.7142857142857143,0.0,0.0,1.0,0.75
65,0.7083333333333334,0.0,0.6068376068376068,0.6657060518731989,0.0,1.0,0.9361702127659575,0.7946428571428571
66,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,1.0,1.0
67,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,1.0,1.0
68,0.0,0.5,1.0,0.6666666666666666,0.5,0.0,1.0,0.5
69,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,1.0,0.0
2,0.9090909090909091,0.0,0.6666666666666666,0.7333333333333333,0.0,0.0,0.9906542056074766,0.8656716417910447
6,0.0,0.8888888888888888,0.0,0.6666666666666666,0.75,1.0,1.0,1.0
99,0.88671875,0.0,0.5390625,0.4452296819787986,0.0,1.0,0.7564469914040115,0.5115511551155115
98,0.875,0.0,0.4036697247706422,0.47770700636942676,0.0,0.0,0.7604456824512534,0.5957446808510638
91,0.84375,0.0,0.6041666666666666,0.5172413793103449,0.0,0.0,0.9523809523809523,0.9545454545454546
90,0.0,0.0,0.8333333333333334,0.7083333333333334,0.0,0.0,0.9444444444444444,0.7083333333333334
93,0.0,0.0,0.8333333333333334,0.5833333333333334,0.0,0.0,0.9411764705882353,0.7777777777777778
